seller_id,origin,business_segment,lead_type,business_type,recency,frequency,monetary,avg_review_score,days_to_convert,R_score,F_score,M_score,RFM_score,rfm_segment,cluster,cluster_label
2c43fb513632d29b3b58df74816f1b06,organic_search,pet,online_medium,reseller,162,3.0,858.0,3.6666666666666665,-81.0,1,2,3,6,promising,2,mid_value
ed8cb7b190ceb6067227478e48cf8dde,unknown,home_appliances,industry,manufacturer,35,15.0,573.5,3.176470588235294,296.0,4,4,3,11,champions,1,standard
1c742ac33582852aaf3bcfbf5893abcf,organic_search,health_beauty,online_medium,manufacturer,181,1.0,97.9,5.0,-115.0,1,1,1,3,dormant,2,mid_value
44ed138eca6214d572ce1d813fb0049b,unknown,health_beauty,offline,manufacturer,113,2.0,129.79,4.666666666666667,-81.0,3,1,1,5,at_risk,1,standard
87d73636a3acf123e842bb890a4db036,paid_search,household_utilities,online_medium,manufacturer,106,1.0,269.9,5.0,-81.0,3,1,2,6,promising,1,standard
b566ab0ef88016e00422755e305103c6,paid_search,construction_tools_house_garden,online_big,reseller,166,5.0,1208.0,3.2,-81.0,1,3,3,7,promising,0,low_value
2d2322d842118867781fc737e96d59a1,direct_traffic,household_utilities,online_medium,reseller,78,8.0,176.4,4.9,-81.0,4,3,1,8,loyal,1,standard
9e7c5f4d7770eab65738cca38f9efccf,paid_search,sports_leisure,online_medium,reseller,120,2.0,184.8,3.5,-24.0,3,1,2,6,promising,0,low_value
df91910b6a03bb2e3358fa6a35e32f6f,referral,food_drink,online_medium,manufacturer,119,14.0,2312.1,4.357142857142857,37.0,3,4,4,11,champions,1,standard
249f0e9905a6e06ad6c6bea7547ab9f6,organic_search,home_decor,online_medium,manufacturer,88,3.0,347.95,3.6666666666666665,-117.0,4,2,2,8,loyal,1,standard
b494891378bd8f4560abe576c52deacd,organic_search,health_beauty,online_top,reseller,50,20.0,2958.9,4.636363636363637,-81.0,4,4,4,12,champions,1,standard
e819bcfade7b5d88a27325eb6cfd62c5,organic_search,home_decor,industry,manufacturer,177,5.0,202.9,3.5454545454545454,-79.0,1,3,2,6,promising,2,mid_value
556a6409838156ea299c9d1f9e2dde43,paid_search,household_utilities,industry,reseller,123,4.0,1362.8,3.25,-81.0,3,2,4,9,loyal,0,low_value
a4fc6eadaff1576af888509a53420f6a,paid_search,computers,online_beginner,reseller,117,1.0,100.86,3.0,-235.0,3,1,1,5,at_risk,0,low_value
4fae87d32467e18eb46e4a76a0a0b9ce,organic_search,small_appliances,online_medium,reseller,19,1.0,100.9,5.0,-81.0,4,1,1,6,promising,1,standard
8b181ee5518df84f18f4e1a43fe07923,unknown,health_beauty,online_medium,reseller,105,1.0,27.9,5.0,-81.0,3,1,1,5,at_risk,1,standard
d594982fd877af63ace38ea1fca27c76,organic_search,audio_video_electronics,industry,reseller,63,7.0,217.04,4.428571428571429,-81.0,4,3,2,9,loyal,1,standard
398cb257329ef7af7f1943a8974a3cbc,organic_search,food_drink,online_medium,manufacturer,155,1.0,145.9,5.0,-81.0,2,1,1,4,at_risk,2,mid_value
26e2c91ef821e1ff8985f408788fe35b,direct_traffic,bed_bath_table,online_beginner,manufacturer,183,12.0,1649.4,3.0,-54.0,1,4,4,9,loyal,0,low_value
dedcab67899479e4ea5dcc4eba47f587,unknown,car_accessories,online_medium,reseller,84,2.0,84.0,4.5,-81.0,4,1,1,6,promising,1,standard
ca4b77513ac2040591b0d8fae6958380,social,health_beauty,online_medium,reseller,58,14.0,1772.45,4.466666666666667,7.0,4,4,4,12,champions,1,standard
6e4a902d1054e4e17aa6eab87fac1c75,direct_traffic,audio_video_electronics,offline,reseller,51,7.0,586.57,4.25,-81.0,4,3,3,10,champions,1,standard
2d42ebcda99fd55f6f4bc2f1ca035d50,social,home_decor,online_big,reseller,119,10.0,921.5,4.0,-81.0,3,3,3,9,loyal,1,standard
04843805947f0fc584fc1969b6e50fe7,social,home_decor,online_big,manufacturer,112,1.0,1400.0,5.0,-81.0,3,1,4,8,loyal,1,standard
751e274377499a8503fd6243ad9c56f6,paid_search,audio_video_electronics,online_big,reseller,9,1.0,218.0,5.0,27.0,4,1,2,7,promising,1,standard
2646baaf662d4d92ac48f047e35db92d,unknown,construction_tools_house_garden,online_medium,reseller,137,15.0,1263.05,4.555555555555555,-81.0,2,4,3,9,loyal,2,mid_value
e433f5fd4050e3352b5d83522b7fe24b,organic_search,construction_tools_house_garden,online_medium,manufacturer,104,1.0,548.06,4.0,-8.0,3,1,3,7,promising,1,standard
dc64d75cc406bb0697be983831430e60,organic_search,audio_video_electronics,online_small,reseller,99,4.0,813.0,4.75,-81.0,3,2,3,8,loyal,1,standard
08d1c9478fb0d7d7fcac9c0da4e82fc7,paid_search,home_decor,online_medium,manufacturer,103,1.0,538.0,5.0,-191.0,3,1,2,6,promising,2,mid_value
ee2fbacc2fc3794e656cc4d933d59ce7,unknown,small_appliances,online_big,reseller,81,2.0,464.97,4.333333333333333,-170.0,4,1,2,7,promising,1,standard
7fc87cc3e89b3d1d5cabdca32f8485aa,paid_search,home_office_furniture,offline,manufacturer,161,14.0,2153.9,3.571428571428572,-81.0,2,4,4,10,champions,2,mid_value
134285d1f41da5c13a756ee8142c8a4e,paid_search,car_accessories,online_big,reseller,127,3.0,1572.6999999999998,2.75,-81.0,2,2,4,8,loyal,0,low_value
e9e446d01bd10a97a8ffcfc4a3a20cb2,social,health_beauty,online_medium,reseller,103,4.0,60.05,3.5,23.0,3,2,1,6,promising,1,standard
bba8d0c234a52b87b3957037a215d1a4,direct_traffic,home_decor,online_small,manufacturer,166,1.0,120.0,5.0,-81.0,1,1,1,3,dormant,2,mid_value
044668ccd5316b12a7cf0d54a156e3e9,unknown,food_drink,offline,reseller,188,3.0,137.8,5.0,-81.0,1,2,1,4,at_risk,2,mid_value
30a81d8cf85fb2ada1b1b094c9583a95,unknown,pet,online_top,reseller,201,17.0,1245.42,4.85,-41.0,1,4,3,8,loyal,2,mid_value
0ddefe3c7a032b91f4e25b9c3a08fca1,paid_search,household_utilities,online_small,reseller,180,9.0,402.9,4.5,-113.0,1,3,2,6,promising,2,mid_value
6f835fd4be26989b1b064399da346143,unknown,audio_video_electronics,online_medium,reseller,103,2.0,197.8,5.0,-81.0,3,1,2,6,promising,1,standard
3e35a8bb43569389d3cebef0ce820f69,unknown,food_drink,industry,reseller,202,1.0,55.8,5.0,-73.0,1,1,1,3,dormant,2,mid_value
a7d0f8dd44f57ef6de7f7f02e3d82630,email,health_beauty,online_medium,reseller,102,2.0,73.78999999999999,4.5,-81.0,3,1,1,5,at_risk,1,standard
a663d9c3797e90eac99ff60939416a56,unknown,computers,online_beginner,reseller,102,1.0,235.0,5.0,-81.0,3,1,2,6,promising,1,standard
a213f1bd6458f4a158f3746cb2514559,paid_search,computers,online_beginner,reseller,104,1.0,41.52,5.0,-81.0,3,1,1,5,at_risk,1,standard
a56e351445e5863fc8960640ba9190c7,direct_traffic,home_decor,online_small,reseller,162,3.0,760.9200000000001,4.25,-81.0,1,2,3,6,promising,2,mid_value
fcdd820084f17e9982427971e4e9d47f,unknown,household_utilities,online_big,manufacturer,173,16.0,4783.99,3.259259259259259,13.0,1,4,4,9,loyal,3,high_value
131fcb0a0c9a47bba4474aacff0f14b7,paid_search,home_appliances,online_medium,reseller,110,4.0,369.8,4.0,-81.0,3,2,2,7,promising,1,standard
3d5d0dc7073a299e31fa718ce1bc00b6,paid_search,health_beauty,online_medium,reseller,93,23.0,790.7,4.166666666666667,-81.0,4,4,3,11,champions,1,standard
3492e68f37fd1df87f4f2f2ea247f445,organic_search,car_accessories,online_medium,reseller,176,8.0,787.86,3.555555555555556,-293.0,1,3,3,7,promising,2,mid_value
ba143b05f0110f0dc71ad71b4466ce92,paid_search,books,online_big,reseller,112,85.0,6110.58,4.423529411764706,-81.0,3,4,4,11,champions,3,high_value
11fb6f6d341adbe19e81733701704635,paid_search,home_decor,online_medium,reseller,53,3.0,1197.0,5.0,-81.0,4,2,3,9,loyal,1,standard
ade45994b717ccee333492330fbf037b,social,audio_video_electronics,online_big,reseller,147,10.0,7196.0,4.5,-111.0,2,3,4,9,loyal,3,high_value
da6a60cc8cc724fe51be021ff8be779c,organic_search,books,online_big,reseller,86,12.0,728.79,4.769230769230769,-205.0,4,4,3,11,champions,1,standard
a69aa24cec11168e7e39a3fbc727e925,organic_search,health_beauty,online_big,reseller,100,3.0,105.97,5.0,-34.0,3,2,1,6,promising,1,standard
6025c79c035c3d772133b8b8238463b2,unknown,car_accessories,online_medium,reseller,89,2.0,989.74,5.0,-56.0,4,1,3,8,loyal,1,standard
e1643dff33666ca629e3644c02738179,paid_search,household_utilities,offline,reseller,148,3.0,170.0,4.333333333333333,-112.0,2,2,1,5,at_risk,2,mid_value
cc63f0dd2acba93ffed4fe9f8e0321fa,social,home_office_furniture,online_beginner,reseller,106,55.0,7096.71,4.047619047619048,-81.0,3,4,4,11,champions,3,high_value
bb2afe2061d53c6968aa0cffa233a8ec,organic_search,sports_leisure,online_medium,reseller,123,5.0,549.4,4.833333333333333,-81.0,3,3,3,9,loyal,1,standard
c8cc60ffd415254af5d9b9f34f32c369,social,pet,online_medium,reseller,99,8.0,722.2,4.666666666666667,-81.0,3,3,3,9,loyal,1,standard
c1849d4d32d7a6cecd5aa471809d3135,paid_search,party,offline,manufacturer,82,3.0,388.98,4.333333333333333,-171.0,4,2,2,8,loyal,1,standard
4125d9385a25e82d2f72d3a0fd55bc3f,direct_traffic,home_decor,online_medium,reseller,125,1.0,42.9,5.0,-81.0,2,1,1,4,at_risk,1,standard
5f5a58930c3c35f3b5af264f34fb8c85,organic_search,air_conditioning,online_medium,reseller,163,3.0,560.0,5.0,-218.0,1,2,3,6,promising,2,mid_value
8fbd63429be6d3e5e6d1a709b6464802,organic_search,car_accessories,industry,reseller,196,6.0,1061.4,4.625,-98.0,1,3,3,7,promising,2,mid_value
b16d3dadc47d4eb18be3d88bad0775ce,paid_search,sports_leisure,online_medium,manufacturer,133,10.0,722.1,4.363636363636363,-81.0,2,3,3,8,loyal,2,mid_value
dd5450b022b2d00a2145a66331e1aef6,social,household_utilities,online_medium,reseller,169,1.0,59.0,5.0,-81.0,1,1,1,3,dormant,2,mid_value
845e8036c3f7bf62099352f5ed910240,unknown,bed_bath_table,online_big,reseller,97,21.0,1584.6,3.8333333333333335,59.0,3,4,4,11,champions,1,standard
f049a72cf58fd31b11f8919cade515e7,paid_search,audio_video_electronics,online_beginner,reseller,75,3.0,138.75,3.5,-81.0,4,2,1,7,promising,1,standard
117cfc326c6d50da67ca858ff5c0c852,organic_search,household_utilities,online_medium,reseller,131,5.0,454.6,4.6,-81.0,2,3,2,7,promising,2,mid_value
f1fdf2d13186575751aa25876536d85c,organic_search,sports_leisure,online_big,reseller,139,1.0,26.3,5.0,-81.0,2,1,1,4,at_risk,2,mid_value
b64d51f0435e884e8de603b1655155ae,paid_search,household_utilities,online_medium,reseller,174,17.0,416.18,4.130434782608695,-137.0,1,4,2,7,promising,2,mid_value
56e361f411e38dcef17cdc2a3d99628b,organic_search,audio_video_electronics,industry,manufacturer,89,5.0,1298.0,4.5,-81.0,4,3,4,11,champions,1,standard
cac876b37d3abcd6bd76caca30277996,paid_search,home_decor,online_big,reseller,191,27.0,2229.77,4.5625,-81.0,1,4,4,9,loyal,2,mid_value
a414555ce331b8c8aea4a9cb8395194d,organic_search,home_appliances,online_medium,reseller,190,7.0,1450.95,3.571428571428572,-81.0,1,3,4,8,loyal,2,mid_value
c54679b132454625907c773d273d4126,paid_search,health_beauty,online_medium,manufacturer,211,7.0,1032.0,4.875,-52.0,1,3,3,7,promising,2,mid_value
4a82168aaef173cbb6e46ae88728f919,paid_search,health_beauty,online_big,reseller,97,4.0,512.0,4.0,-81.0,3,2,2,7,promising,1,standard
d8d9567d0bfb0bc7eb845a205ba42657,paid_search,books,online_medium,reseller,180,4.0,74.6,3.5,-143.0,1,2,1,4,at_risk,2,mid_value
3ab971ce71839580d2ae5b4e40fe8044,organic_search,home_decor,online_big,reseller,103,36.0,5002.900000000001,3.888888888888889,23.0,3,4,4,11,champions,3,high_value
02f623a8eb246f3c5f7c2f96462654e6,organic_search,sports_leisure,online_medium,reseller,111,44.0,6378.0,4.558139534883721,-81.0,3,4,4,11,champions,3,high_value
6aa3928696eab49a19a466e665a649fd,unknown,health_beauty,online_medium,reseller,182,18.0,2075.0,4.545454545454546,5.0,1,4,4,9,loyal,2,mid_value
539ed9e19811677513447759be5eccfc,organic_search,home_decor,industry,reseller,84,2.0,32.83,3.0,-143.0,4,1,1,6,promising,0,low_value
d7827b2af99326a03b0ed9c7a24db0d3,paid_search,construction_tools_house_garden,online_big,reseller,132,1.0,1455.0,5.0,-81.0,2,1,4,7,promising,2,mid_value
bd4431c1a8dfa744b59e1e2a8bc99b9e,paid_search,health_beauty,offline,reseller,193,7.0,809.5,4.571428571428571,-34.0,1,3,3,7,promising,2,mid_value
4a1917ef994878940e1fb03eeb787ad7,social,phone_mobile,industry,reseller,120,2.0,768.0,2.6666666666666665,-81.0,3,1,3,7,promising,0,low_value
c0aff2da32c17759d30b22fb0af6649d,paid_search,music_instruments,online_medium,reseller,110,4.0,188.8,3.8,-81.0,3,2,2,7,promising,1,standard
cb6c9f5888a7a090c75beaf615925792,unknown,construction_tools_house_garden,online_medium,reseller,109,11.0,779.8900000000001,3.8181818181818175,-81.0,3,3,3,9,loyal,1,standard
59cea8e446d3834393058e7e0666b6fb,unknown,small_appliances,online_big,reseller,92,10.0,696.6,4.6,-81.0,4,3,3,10,champions,1,standard
2cb98e27ce1c18abdb42209b34c382a7,unknown,car_accessories,online_beginner,reseller,161,1.0,62.49,4.0,-81.0,2,1,1,4,at_risk,2,mid_value
3289d8c3eef4873f91ce0b1343c0dd58,referral,sports_leisure,online_small,manufacturer,103,1.0,199.99,5.0,-81.0,3,1,2,6,promising,1,standard
55c26bcb609f480eb7868594245febb5,organic_search,baby,online_big,reseller,160,6.0,664.4000000000001,4.0,-81.0,2,3,3,8,loyal,2,mid_value
5c3460cd3e8a984382ae254e7dd20d9f,social,baby,online_small,reseller,209,9.0,775.76,4.7,-81.0,1,3,3,7,promising,2,mid_value
0e72c1a751b496722a6cb1f10653b62a,direct_traffic,books,industry,reseller,148,3.0,140.8,4.666666666666667,-81.0,2,2,1,5,at_risk,2,mid_value
ae7ab174effdead6c241e547e4ca13f0,organic_search,household_utilities,online_medium,manufacturer,125,6.0,2778.6,3.857142857142857,-81.0,2,3,4,9,loyal,2,mid_value
1d953075c2f0dd990bacf27b83b330f1,organic_search,computers,online_medium,reseller,49,1.0,59.0,5.0,-81.0,4,1,1,6,promising,1,standard
9261d76c62caaf0b24677c2ceb7f8f20,unknown,household_utilities,industry,reseller,77,6.0,968.7,3.7142857142857135,-81.0,4,3,3,10,champions,1,standard
160851d3ece7aa1a510f8d1a4bb8a8af,unknown,construction_tools_house_garden,industry,manufacturer,20,2.0,102.05,5.0,-81.0,4,1,1,6,promising,1,standard
c004e5ea15737026cecaee0447e00b75,paid_search,construction_tools_house_garden,offline,reseller,134,2.0,4700.0,1.0,-81.0,2,1,4,7,promising,0,low_value
7ff588a03c2aeae4fbd23f9ae64b760d,paid_search,car_accessories,online_big,reseller,78,14.0,1182.2,4.6875,-81.0,4,4,3,11,champions,1,standard
880ce4951cf857ab1d9e0b75c1d856f4,organic_search,car_accessories,industry,reseller,189,1.0,178.9,5.0,-81.0,1,1,1,3,dormant,2,mid_value
9e6967d3cf386d284251784b18ccb485,organic_search,construction_tools_house_garden,online_big,reseller,117,9.0,517.67,3.636363636363636,9.0,3,3,2,8,loyal,1,standard
e9c2dc0dd4ac38448289be644ac94f42,direct_traffic,sports_leisure,online_medium,reseller,48,3.0,118.39,5.0,-81.0,4,2,1,7,promising,1,standard
964ff64dc05b13811c6d0f41e0aa5f6b,unknown,home_decor,online_big,manufacturer,119,1.0,180.0,5.0,7.0,3,1,2,6,promising,1,standard
1cbdc7cf130a41fd13a3c2a7d2fcfda7,unknown,bed_bath_table,offline,reseller,144,2.0,165.8,5.0,-81.0,2,1,1,4,at_risk,2,mid_value
271b8923c6a549e02d3c9fd1f8c0422b,unknown,household_utilities,offline,reseller,68,1.0,105.19,4.0,-81.0,4,1,1,6,promising,1,standard
44717f64ec2a457979cf83c429077666,direct_traffic,handcrafted,online_medium,reseller,124,2.0,107.0,5.0,1.0,2,1,1,4,at_risk,1,standard
31be790e64fc99f8ff48ec2bd18a3104,social,household_utilities,online_beginner,reseller,39,6.0,241.4,4.333333333333333,116.0,4,3,2,9,loyal,1,standard
120476eb7a04c149d14772edaf5d9bf2,paid_search,construction_tools_house_garden,online_big,reseller,43,4.0,2368.8,3.8333333333333335,533.0,4,2,4,10,champions,1,standard
94d76e96eedd976258cd3278ce56d5f2,organic_search,construction_tools_house_garden,online_big,manufacturer,181,1.0,385.61,5.0,-84.0,1,1,2,4,at_risk,2,mid_value
377bc18334c78dd2f1535ef22a3ad225,unknown,car_accessories,online_big,reseller,153,1.0,135.98,5.0,-117.0,2,1,1,4,at_risk,2,mid_value
58f1a6197ed863543e0136bdedb3fce2,paid_search,fashion_accessories,online_medium,reseller,161,44.0,6833.0,4.155555555555556,-81.0,2,4,4,10,champions,3,high_value
65febd49fd28ec955651299159b1f527,organic_search,household_utilities,online_big,reseller,141,35.0,4319.7,4.225,-137.0,2,4,4,10,champions,3,high_value
9b1585752613ec342d03bbab9997ec48,organic_search,car_accessories,offline,reseller,89,3.0,4248.98,3.6666666666666665,-117.0,4,2,4,10,champions,1,standard
cbf09e831b0c11f6f23ffb51004db972,organic_search,household_utilities,online_top,reseller,119,10.0,1535.2,4.4,-55.0,3,3,4,10,champions,1,standard
4f0d637c1197fd65405ebd755ac9f86b,paid_search,health_beauty,online_medium,reseller,148,2.0,199.8,5.0,-81.0,2,2,2,6,promising,2,mid_value
dbdd0ec73a4817971d962698f2fea022,direct_traffic,health_beauty,online_big,manufacturer,187,16.0,6384.0,4.375,-81.0,1,4,4,9,loyal,3,high_value
caa9bc43a9fe8cf9c564ddd8a03cc4a6,unknown,toys,online_medium,reseller,133,13.0,803.87,4.6923076923076925,-81.0,2,4,3,9,loyal,2,mid_value
fe87f472055fbcf1d7e691c00b1560dc,other,home_decor,online_medium,reseller,197,6.0,1085.8,4.5,-81.0,1,3,3,7,promising,2,mid_value
da4d149c0ddbac90557103ac0a0ec356,organic_search,sports_leisure,online_medium,reseller,209,1.0,730.0,3.0,-171.0,1,1,3,5,at_risk,0,low_value
693660429f9dc4ff704eb3d88dad54d7,social,audio_video_electronics,online_medium,reseller,74,2.0,124.0,4.0,-192.0,4,2,1,7,promising,1,standard
7d7866a99a8656a42c7ff6352a433410,organic_search,household_utilities,offline,reseller,69,5.0,147.89,4.4,-128.0,4,3,1,8,loyal,1,standard
657969cca82e884d272385ec0ef06edd,social,fashion_accessories,industry,reseller,180,3.0,139.70000000000002,4.666666666666667,-81.0,1,2,1,4,at_risk,2,mid_value
dda37071807e404c5bb2a1590c66326f,paid_search,bags_backpacks,online_small,manufacturer,134,1.0,199.99,5.0,-81.0,2,1,2,5,at_risk,2,mid_value
671585f5a2af58b6e276bc01003c0d2b,social,household_utilities,online_medium,manufacturer,49,27.0,1244.0,4.703703703703703,-12.0,4,4,3,11,champions,1,standard
4a1f694197d05fe70026b016a7316b41,paid_search,home_decor,online_medium,reseller,187,14.0,907.77,4.391304347826087,-241.0,1,4,3,8,loyal,2,mid_value
3d3ccf2b2f8134b10dce9dd446f0e075,paid_search,home_decor,online_medium,reseller,104,3.0,608.6,3.333333333333333,-81.0,3,2,3,8,loyal,0,low_value
2cb6eb1b7185064167657fa09f541105,paid_search,home_decor,online_medium,manufacturer,205,6.0,1217.9,4.25,-198.0,1,3,3,7,promising,2,mid_value
c84592044b180dec206770c38603814b,unknown,audio_video_electronics,online_medium,reseller,189,15.0,511.94000000000005,4.2,-81.0,1,4,2,7,promising,2,mid_value
c3e1abd72a42fe690fcd89cf5720fe29,organic_search,pet,online_big,reseller,103,13.0,1798.61,4.461538461538462,-81.0,3,4,4,11,champions,1,standard
